index,종류별,상황별,재료별,방법별,제목,url,조회수,셰프,인분,조리시간,난이도,재료,인트로,조리순서,해시태그,재료양
63,국/탕,,,,얼갈이배추 된장국 레시피 따뜻한 집밥 메뉴 추천,https://www.10000recipe.com/recipe/7079665,446,haru,4인분,20분 이내,아무나,"['얼갈이배추', '대파', '물', '코인육수', '된장', '다진마늘', '고춧가루', '참치액']","정겨운 집밥메뉴추천으로 좋은 얼갈이배추 된장국 레시피를 소개합니다.
얼갈이를 한번 데친 뒤 양념에 무쳐 푹 끓이면 완성!
풋내 없이 구수한 국물과 부드럽게 익은 얼갈이를 함께 떠먹는 맛이 일품이에요.
밥 말아 먹기 좋은 따뜻한 집밥 메뉴로 딱이랍니다.
​","['얼갈이배추 300g은 밑동을 자른 뒤 4~5cm의 길이로 썰어 주세요.\n도마\n,\n칼', '배추의 줄기 사이에 끼어 있는 흙과 이물질이 제거되도록 흐르는 물에 살살 흔들며\n여러 번 헹궈 깨끗이 씻은 뒤 끓는 물에 배추를 넣고 약 3분간 데쳐 주세요.\n냄비', '데친 얼갈이배추는 바로 찬물에 헹궈 열기를 식힌 뒤 손으로 물기를 꾹 짜고\n된장 2스푼 , 다진마늘 1스푼 , 고춧가루 0.5스푼을 넣고 조물조물 무쳐 양념해 주세요.', '물 1.2L와 코인육수 2개를 넣고 끓이다 국물이 끓기 시작하면 거품을 걷어 주세요.\n참치액 1스푼을 넣은 뒤 뚜껑을 덮고 중불로 약 10분 끓여 주세요.\n배추가 부드럽게 익으면 소금으로 간을 맞춘 뒤 대파를 넣고 한소끔 끓여 얼갈이배추된장국을 완성합니다.']","['얼갈이', '된장국', '얼갈이된장국', '얼갈이배추', '얼갈이배추된장국', '얼갈이데치기']","['300g', '1/2대', '1.2L', '2개', '2T', '1T', '1/2T', '1T']"
64,국/탕,,,,칼칼한 오징어무국 맛있게 끓이는 법,https://www.10000recipe.com/recipe/7073618,"4,158",급식실박실장,2인분,15분 이내,아무나,"['손질오징어', '무', '대파', '물', '고춧가루', '국간장', '다진마늘', '코인육수멸치', '소금', '후추']",안녕하세요! 오늘도 반가운 박 실장입니다.,"['재료 손질\n손질 오징어는 흐르는 물에 가볍게 헹궈 물기를 빼고 한입 크기로 썰어줍니다.\n무는 나박하게 썰어 준비합니다. (박 실장개인취향 두께는 약 1cm입니다.)\n대파는 송송 썰어 준비해 주세요.', '무 먼저 끓이기\n냄비에 물 1.2L와 썰어둔 무를 먼저 넣고 센 불에서 끓입니다.\n물이 끓어오르면 중불로 줄여 무가 투명하게 익을 때까지 5분 정도 충분히 끓여줍니다.\n중불에서 은근하게 끓여야 무에서 시원한 맛이 충분히 우러나와 국물 맛이 깊어집니다.', '양념 및 오징어 넣기\n무가 투명하게 익으면 국간장 2큰술, 다진 마늘 1큰술, 코인 육수 1알을 넣습니다.\n이어서 준비한 오징어를 넣어줍니다.\n오징어는 오래 끓이면 질겨지므로 반드시 무가 다 익은 후반부에 넣는 것이 포인트입니다.', '거품 제거 및 간하기\n오징어를 넣으면 올라오는 불순물과 거품을 숟가락으로 깔끔하게 걷어내 줍니다.\n오징어가 익어 불투명해지면 고춧가루 1큰술을 넣어 칼칼한 색을 냅니다.\n부족한 간은 소금으로 맞추고 후추를 톡톡 뿌려 5분 정도 더 끓입니다.', '마무리 및 완성\n송송 썰어둔 대파를 넣고 한소끔 더 끓여 마무리합니다.']","['오징어무국', '오징어국', '맑은오징어무국', '해장국레시피', '국물요리', '무요리', '초간단국', '만개의레시피', '집밥레시피', '박실장레시피']","['300g', '1/3개', '1/2개', '1.2L', '1큰술', '2큰술', '1큰술', '멸치', '약간', '약간']"
65,국/탕,,,,우렁 된장국.,https://www.10000recipe.com/recipe/7082544,308,호수맘,4인분,30분 이내,아무나,"['우렁살', '물', '된장', '두부', '애호박', '양파', '대파', '표고버섯', '감자', '느타리버섯', '다진마늘', '구매']",오늘은 냉장고 쏙 재료로 간단하게 끓여 먹기 좋은 우렁 된장국을 만들어 봤습니다.,"['우렁살은 흐르는 물에 여러 번 깨끗이 씻어 준비해 주세요.\n모든 재료는 먹기 좋은 크기로 썰어 주세요.', '냄비에 된장 알육수 넣고 끓기 시작하면 감자 넣어주고 썰어 놓은 야채를 넣어 끓여주세요. 간을보시고 신거우면 된장조금더넣으세요', '채소가 어느 정도 익으면 우렁살과 다진 마늘. 두부 넣어 주세요. 마지막에 대파 넣고 2 ~3분 더 끓여 주시면 우렁된장국 완성입니다.']","['우렁된장국', '된장국', '우렁된장국레시피', '집반찬.', '간단하게끓이는', '된장찌개']","['150g', '5컵', '2T', '1/2모', '1/3개', '1/2개', '1/2대', '2개', '1개', '1줌', '1/2T', '2개']"
66,국/탕,,,,우삼겹콩나물국 레시피,https://www.10000recipe.com/recipe/7002422,"20,704",고구미,3인분,20분 이내,아무나,"['우삼겹', '콩나물', '대파', '고춧가루', '맛술', '국간장', '액젓', '다진마늘']",얼큰~하게 속풀고 싶을때 딱인 우삼겹콩나물국 레시피!!우삼겹대신 차돌박이 넣어도 쫀맛!! 해장국으로도 딱이에여,"['냄비에 식용유 2-3스푼 두르고 대파 약간, 고춧가루 2스푼넣고 볶아주기', '약불에서 타지않게 볶아줍니당~~', '우삼겹 250g (한 세주먹..?) 넣고 맛술도 1스푼 넣어주고\n고기익을때까지 볶아주기', '볶아볶아~~', '고기 다 익었다!!! 우삼겹이 다 익었으면', '육수 또는 물 800ml 넣어줍니당', '육수 없는 저는 육수코인을 또 투척ㅎㅎㅎ\n계속 끓여주세요~~~!!', '보글보글 끓으면 국간장 2스푼 넣어주고', '다진마늘도 1스푼 투척', '액젓도 1.5스푼 넣어줍니당 ✔️부족한 간은 소금이나 액젓으로 더해주세욤', '콩나물은 두 주먹정도 넣어주기 (더 넣으려다 냄비 넘칠까봐 참음ㅎㅎㅎ) 콩나물 익을때까지 끓여주다가', '후추 톡톡 뿌려서 마무리해주면 완성', '크으~얼큰~~한게 술도 안 마셨는데도 해장하기 너무 좋아버리는 맛!! 속이 자동으로 풀리는 맛이에요 버섯이나 당면 추가로 넣어줘도 너무 맛있을 거 같아요!']","['우삼겹콩나물국', '우삼겹콩나물해장국', '콩나물해장국', '해장국레시피', '콩나물국만들기', '우삼겹콩나물국레시피', '우삼겹콩나물국만들기', '해장레시피']","['250g', '200g', '약간', '2스푼', '1스푼', '2스푼', '1.5스푼', '1스푼']"
67,국/탕,,,,맵찔이도 먹을 수 있는 얼큰한 알탕,https://www.10000recipe.com/recipe/7080927,241,김콩레시피,2인분,30분 이내,초급,"['동태알', '무', '콩나물', '멸치', '쑥갓', '애호박', '고추장', '고춧가루', '국간장', '후추', '생강가루', '다진마늘']",맵지 않은 얼큰한 알탕입니다,"['알을 소금물에 씻고 미림 2T넣은 물에 잠시 담궈둡니다', '냄비에 국물용 멸치를 넣고 물을 끓이고, 끓어오르면 멸치는 건저내고 무를 넣고 끓입니다', '양념을 만들어줍니다 (양념재료 위에 써있음)', '무가 익으면 콩나물, 애호박, 알을 넣고 끓입니다.', '준비된 양념도 넣어줍니다', '쑥갓을 넣어주고 조금 더 끓이면 끝']",[],"['1팩', '1토막', '1/2봉지', '약간', '약간', '1/2개', '1/2T', '1/2T', '2T', '약간', '약간', '1T']"
68,국/탕,,,,담백한 새우연두부달걀탕,https://www.10000recipe.com/recipe/6847470,"326,171",yejib1112,2인분,15분 이내,아무나,"['연두부', '새우', '달걀', '송송 썬 쪽파', '다시마5cm x 5cm', '간장']",간단하지만 세상 시원한! 담백한 새우연두부달걀탕입니다:),"['우선 다시마물을 만들어요. 냄비에 물 붓고 다시마를 넣어 센 불에서 끓이다 끓어오르면 약불로 줄여 약 15분간 더 끓여주세요.', '15분 후, 다시마는 건져 내고', '수저로 듬성듬성 연두부를 퍼서 냄비에 넣어주세요.', '그리고 새우 넣고 간장 1-1.5T 넣어주세요.', '센 불에서 약 5분간 팔팔 끓여주세요. 떠오르는 거품은 걷어주세요~', '불을 약불로 줄이고 달걀물을 원을 그려가며 쪼로록 부어주세요. 달걀물이 바닥에 붙지 않도록 한번만 휘이 저어주세요.', '쪽파 올리고, 후추 톡톡하면 완성입니다. 간 보고 싱거우면 소금으로 간해주세요~']","['새우연두부달걀탕', '새우', '연두부', '달걀', '초간단', '국끓이기', '다이어트']","['1팩', '10-12마리', '1개', '1-2줌', '5cm x 5cm', '1-1.5T']"
69,국/탕,,,,[공모전] 뜨끈한 국물요리 소고기미역국,https://www.10000recipe.com/recipe/7014762,"7,552",다시봄,4인분,30분 이내,초급,"['소고기 국거리용', '미역', '참기름', '소금', '국간장']",찬바람이 불면 따끈한 국물이 그립잖아요. 그럴때 어울리는 것이 바로 미역국이 아닐까해 요~ 오늘은 한우 국거리용을 넉넉하게 넣어서 한소큼 소고기미역국을 끓였습니다.,"['소고기미역국을 소개합니다.', '한우 국거리용을 참기름을 넣어서 한번 달달달 볶아주세요.\n냄비\n,\n요리스푼', '미역은 30분정도 물에 담궈둔후 깨끗하게 여러번 헹구어 물기를 빼주세요.\n믹싱볼\n,\n채반', '국간장을 미리 넣어서 함께 볶아주면 풍미가 더 좋답니다. 불려놓은 미역을 소고기와 함께 볶아주세요.', '물을 넉넉하게 부어준후 오래도록 끓여주세요.', '부족하기 쉬운 간을 소금으로 맞춰주세요.', '소고기미역국이 완성이 되었습니다.']","['소고기미역국', '국물요리', '공모전', '만개의레시피', '만개의쉐프']","['300g', '4인분', '2스푼', '약간', '1스푼']"
70,국/탕,,,,순두부계란탕 만드는법 순두부 계란국 맑은 순두부국 끓이기,https://www.10000recipe.com/recipe/7071235,"3,412",알럽머핀,2인분,10분 이내,아무나,"['순두부350g', '계란', '냉동 왕새우', '양파', '물', '코인 육수', '국간장', '참치액', '후추']","바쁜 아침 간단하게 먹을 수 있는 국으로도, 다이어트 한 끼 식사로도 너무 좋은 순두부 계란탕이에요 ​ 맑게 끓인 국이라 아침에 후루룩 먹기에도 부담 없고, 순두부와 계란으로 단백질도 듬뿍 챙겨 다이어트 식단으로도 참 괜찮은 것 같더라구요~~그리고 깔끔한 국물 요리가 생각날 때 한 그릇 먹기에도 너무 괜찮은 순두부 계란탕이랍니다 ​ 복잡하지 않고 간단한 레시피라 휘리릭 끓이기 너무 좋은 순두부 계란탕 만드는법 지금 바로 알려 드릴게요~^^ ​ ​","['냄비에 물 500ml를 넣고 코인 육수 한 알을 넣은 다음 팔팔 끓여 주세요 코인 육수 대신 다시 팩을 사용해서 육수를 우려도 좋고 만들어 놓은 육수가 냉장고에 있다면 그 걸 사용하셔도 좋답니다 재료가 간단해서 육수가 끓는 동안 손질하시면 된답니다', '냉동 새우는 해동해서 꼬리 부분을 떼내어 주시구요 순두부는 원하는 모양으로 잘라 주세요 저는 큼지막하게 듬성듬성 잘라 주었어요', '양파는 채 썰고 계란은 풀어 주세요', '물이 끓어 코인 육수가 다 녹으면 새우와 순두부, 양파를 넣어 주세요', '국간장 1 큰술과 참치액 1 큰술 넣어 주세요', '새우가 익었다면 풀어 놓은 계란물을 넣고 젓지 말고 그대로 기다려 주세요 조금 기다리다 보면 계란이 뜰 거예요 이렇게 끓이면 국물이 깔끔해진답니다', '불을 끄고 후추를 취향껏 뿌려 주세요', '늘 새로이 시작했다가 중도에 흐지부지 해지는 다이어트지만 다이어트 4일차인 오늘 점심은 이렇게 한 그릇 먹었답니다', '밥을 먹지 않아도 부드러운 순두부와 통통한 새우가 있어 여러 가지 식감도 느낄 수 있고 포만감도 좋더라구요', '깔끔하면서 간단한 국물 요리가 필요할 때, 휘리릭 끓여 보세요~~^^']","['순두부계란탕', '순두부요리', '계란탕', '맑은순두부국', '다이어트요리']","['350g', '2개', '4마리', '1/4개', '500ml', '1개', '1큰술', '1큰술', '약간']"
71,국/탕,,,,시금치된장 고추장넣었더니?이맛뭐죠?밥두공기 순삭,https://www.10000recipe.com/recipe/7074078,973,호수맘,4인분,60분 이내,아무나,"['구매', '고추장', '된장', '다진마늘']","요즘처럼 쌀쌀한 날에는 따뜻하게 데워주는국이 최고지요
된장만넣었을때보다 더맛있는
시금치된장 고추장국입니다","['시금치는 깨끗이 씻어준다\n끓는물에 양념을 넣어준다', '양념넣은물이끓으면 시금치를넣어준다', '시금치는 오래끓여야 더맛있다\n살짝익힌거 좋아하시는분은 끓으면 불끄지만 저는푹익는거좋아해서\n약불에뚜겅닫고20분은끓여준다']",['시금치국.집밥레시피.된장국.고추장국.간단요리.시금치요리.엄마손맛.따뜻한밥상.건강식단.저녁메뉴추천'],"['2개', '1/2큰술', '1큰술', '1큰술']"
72,국/탕,,,,건새우 시금치된장국 레시피 시금치 두부 된장국 끓이는법,https://www.10000recipe.com/recipe/7040411,"4,731",써지니,2인분,15분 이내,아무나,"['시금치손질 후', '건새우', '두부', '대파', '다진 마늘', '된장', '쌈장', '국간장', '까나리액젓', '쌀뜨물', '코인육수', '홍고추고명용']","반찬으로 시금치무침을 만들고 남은 시금치와 건새우, 두부를 넣고 시금치국 건새우 시금치국을 끓였어요.","['과도칼로 시금치 뿌리가 있는 윗부분을 잘라서 시금치가 하나씩 분리가 되면 볼에 담아서 준비합니다.\n믹싱볼\n,\n과도', '시금치가 잠길 정도의 물을 받아 손으로 살살 흔들어 가면서 세척하고 3~4번 정도 물을 바꿔가며 세척 후, 채반에 담아 물기를 빼 줍니다.\n채반', '두부는 흐르는 물에 가볍게 헹군 다음에 1cm 정도의 두께로 길게 썰어서 준비합니다.\n도마\n,\n조리용나이프', '건새우 10g, 다진 마늘 0.7큰술, 코인육수 2개를 준비하고 대파는 송송 썰고 홍고추는 고명용으로 어슷썰기로 3개 정도 준비하시면 되세요.(건새우 대신에 보리새우를 6g 정도 넣어도 맛있어요)', '냄비에 쌀뜨물 800ml와 코인육수 2개를 넣은 다음에\n냄비\n,\n조리용스푼', '채에 된장 0.7큰술, 쌈장 0.5큰술을 넣고\n채망\n큰술: 어른 밥 숟가락 기준', '숟가락으로 된장과 쌈장을 풀어준 다음에 가스불 센불에 올려줍니다.', '국간장 0.7큰술,\n숟가락\n큰술: 어른 밥 숟가락 기준', '까나리액젓 0.5큰술을 넣고 가스불 센불 상태에서 끓여줍니다.', '보글보글 끓어오르면 시금치와 건새우를 넣고 뒤적여줍니다.', '다시 보글보글 끓어오르면 가스불 중불로 줄여서 2분간 건새우 된장국을 끓여줍니다.', '시간이 경과 후 두부를 넣고 뒤적여줍니다.', '다시 끓어오르면 대파와 다진 마늘을 넣고 뒤적주고', '한소끔 끓어오르면 가스불을 끄고 마무리를 해주면 시금치 된장국 레시피 두부 건새우 시금치된장국 완성입니다.(맛을 보고 싱겁게 느껴지면 액젓이나 국간장을 추가로 넣고 간을 맞춰주시면 되세요)']","['시금치된장국레시피', '시금치된장국끓이는법', '두부시금치된장국', '시금치요리', '시금치국레시피', '된장국레시피', '된장시금치국', '된장시금치요리', '건새우시금치국', '건새우시금치된장국']","['손질 후', '10g', '150g', '1.5큰술', '0.7큰술', '0.7큰술', '0.5큰술', '0.7큰술', '0.5큰술', '800ml', '2개', '고명용']"
73,국/탕,,,,마지막 묵은지 털어 끓인 김치 콩나물국..,https://www.10000recipe.com/recipe/7003388,"13,406",윤씨네삼남매,5인분,30분 이내,아무나,"['묵은지', '콩나물', '청양고추', '대파', '멸치다시마티백', '국간장', '참치액', '소금', '고춧가루', '다시다']",김치 찌끄래기 섞어서 국 끓였어요,"['마지막 남은 김치예요', '몽땅 냄비에 넣어주고', '물을 2/3정도 담아줍니다', '국간장 2, 참치액1을 넣고', '멸치 다시마 티백 1개 넣고 끓여줍니다', '그 담엔 콩나물 씻어서 담아주고', '청양고추와 대파 썰어서 준비하고', '고춧가루 1큰술 추가해 끓여줍니다', '대략 20분 정도 끓이면 티백 건져내고', '고추도 넣고', '콩나물도 넣고', '소금과 다시다로 간 맞춰줍니다 먹어봐서 다시다 1티스푼 넣고 나머지 간은 소금으로 맞춰주면 됩니다.', '마지막 대파 넣어 한소쿰 끓여내면 김치 콩나물국 완성입니다']","['김치콩나물국', '김치', '국물요리', '콩나물']","['1/2포기', '200g', '1개', '1/2개', '1개', '2큰술', '1큰술', '1티스푼', '1큰술', '1티스푼']"
74,국/탕,,,,감자 계란국 끓이는 법 계란 감자국 간단한 맑은 국 요리,https://www.10000recipe.com/recipe/7029194,"29,880",Y큰손,2인분,10분 이내,아무나,"['감자', '계란', '양파', '대파', '물', '코인육수', '다진마늘', '국간장', '소금', '후추']",감자와 계란 평범한 재료로 달큼하면서 고소한 맛. 간편하게 만든 든든한 맑은 감자 계란국이에요.,"['재료를 준비해 주세요.\n감자 1개, 계란 1개, 양파 1/4개, 대파 약간', '감자 1개는 껍질을 감자 필러로 벗겨주시고 약 1cm 정도 두께로 썰어 찬물에 3번 정도 씻어 전분을 제거해 주세요.\n감자칼\n,\n도마\n,\n조리용나이프\n,\n볼\n,\n채반\n감자 손질법', '양파는 감자와 비슷한 크기로 썰어주세요.\n양파 손질법', '대파는 쫑쫑쫑 썰어주세요.\n대파 손질법', '계란은 알끈을 제거하고 풀어주세요.\n볼', '물 700ml에 코인 육수 1개를 넣어 주세요. 감자를 넣고 찬물에서부터 5분 끓여주세요.\n냄비', '양파를 넣어주시고 양념을 해주세요.', '다진 마늘 0.5, 국간장 0.5를 넣고 간을 보신 후 부족한 간은 소금으로 해주세요. 저는 소금 0.3 정도 넣어주었어요.\n요리스푼', '계란물을 냄비 가에 쪽으로 둘러서 넣어주세요. 끓어오를 때까지 잠시 두신 후 저어주세요. 계란이 얇고 모양이 예쁘게 익어요.', '대파를 넣어주시고 후추도 약간 넣어주세요.', '저어주고 불 끄고 국그릇에 담아 맛있게 드시면 됩니다.\n국자\n,\n대접']","['감자국', '계란국', '감자', '계란', '맑은국']","['1개', '1개', '1/4개', '약간', '700ml', '1개', '0.5T', '0.5T', '0.3T', '약간']"
75,국/탕,,,,오징어무국 레시피,https://www.10000recipe.com/recipe/6989529,"28,962",고구미,5인분,15분 이내,초급,"['오징어', '무', '애호박', '청양고추', '들기름', '국간장', '고춧가루', '다진 마늘', '액젓']","쌀쌀해진 날씨에 뜨~끈하고 시원~하게 먹기좋은 오징어무국 만들기
밥 한그릇 말아서 후루룩 뚝딱하기 좋습니당!","['무1/4개, 애호박 1/2개(생략가능), 청양고추3개(선택가능)\n준비해주세요!\n양파도 넣어주면 좋습니다!!', '무는 나박썰기\n애호박, 청양고추 송송송 썰어줍니당\n양파도 송송\n먹기좋은 크기로 썰어주욤!!', '오징어도 준비해줍니다\n✔️마트에 손질된 오징어 팔면 더 편해유~!!\n전 그냥 냉동오징어 사서 내장빼낸다고\n손에 오징어 냄..새가\n오징어 손질법 레시피', '오징어도 먹기좋은 크기로 썰어줍니당\n오징어무국은 딱히 다른 재료들이 없으니\n오징어와 무만 손질해서 잘라주면 거의 준비 끝입니댱', '냄비에 썰어둔 오징어, 무 넣고 들기름3스푼\n둘러서 볶아뽂아~~!!~!\n들기름이 들어가면 오징어 향을 뽑아내고,\n오징어의 깊은 맛이 난다고 합니동', '기름을 넣지 않아도 오징어와 무에서 수분이 나와\n달라붙지 않고 볶기 가능!!', '국간장2스푼 넣고 무가 살짝 투명해질때까지 볶아줍니동', '오징어와 무가 잠길정도로 물을 부어줍니당', '고춧가루1,다진 마늘1,액젓2 넣기\n(숟가락 기준)', '중간 중간 거품 거둬내면서 끓여주기', '준비해놓은 야채 우르르르르넣고\n와장창 끓여주면\n끝‼️', '오징어무국 완성']","['오징어무국레시피', '오징어레시피', '국레시피', '오징어국레시피', '간단레시피', '저녁한끼', '한끼메뉴', '해장국레시피', '저녁밥상', '오징어']","['2마리', '1/4개', '1/2개', '3개', '3숟가락', '2숟가락', '1숟가락', '1숟가락', '2숟가락']"
76,국/탕,,,,소고기당면전골 레시피,https://www.10000recipe.com/recipe/7021205,"22,297",고구미,3인분,30분 이내,아무나,"['소고기', '느타리버섯', '청양고추', '콩나물', '팽이버섯', '당면', '고추장', '고춧가루', '국간장', '액젓', '다진마늘', '후추']",당면러버들 여기 모여라 당면 너~무 좋아해서 소고기전골에도 왕창 넣어 후루룩 먹은 소고기당면전골 레시피 시작,"['고추장 1, 고춧가루 2, 국간장 3, 액젓 2, 다진마늘 1, 후추 약간넣어서 양념장을 만들어줍니당\n소스볼\n,\n조리용스푼', '전골냄비에 콩나물깔고 느타리버섯, 팽이버섯도 깔아줍니당\n전골냄비', '그 위에 당면도 얹고', '소고기도 얹고', '만들어둔 양념장 얹고 물 750ml 넣고 끓이면 ‼️끝‼️\n완전 초간단 맛있게 끓여지길 기다리기만 하면 됨 ✔️끓이면서 양념장이 잘 풀리게 풀어주세요 휙휙', '크으', '고기가득 야채가득 넘나 내스탈\n✔️모자란 간은 맛소금이나 액젓으로 맞춰주세요', '고기+콩나물+당면 다 내가 좋아하는거당 헿', '얼큰하게 먹으려고 청양고추도 썰어넣기', '소고기당면전골 완성!!! 평소에 좋아하시는 재료 가득 넣어 먹으면 좋을 거같아요! 재료준비만 해서 모두 넣고 끓이기만 하면되니 넘 쉽져 맛있게 끓여드세요']","['소고기당면전골', '소고기전골', '소고기전골레시피', '소고기전골만들기', '당면전골', '당면전골레시피', '당면전골만들기', '고기전골']","['300g', '0.5봉', '2개', '2줌', '0.5봉', '1줌', '1스푼', '2스푼', '3스푼', '2스푼', '1스푼', '약간']"
77,국/탕,,,,소고기 미역국끓이기,https://www.10000recipe.com/recipe/7075845,906,호수맘,5인분,60분 이내,아무나,"['미역', '소고기', '참기름', '국간장', '참치액젓', '물']",미역국 맛있고 쉽게 끓이는 법은 불조절입니다.,"['미역은 물에불리면 양이 많이늘어나니 처음부터 너무많이 넣지않는게 좋아요\n미역을 찬물에 20~30분 정도불러주세요 충분히불린뒤 깨끗이씻어 먹기좋은크기로잘라 채받에받처물 기를빼주세요', '냄비에 미역. 소고기 참기름3T\n넣고 강불로 3분 볶아주세요\n간장3T도 넣어주세요\n그리고 물을넣어주세요', '물은 미역이 잠기도록 넣고 끓여주세요. 알육수2개정도 넣어주시고요\n이때부터불은 약불로40분정도 응근히 끓여주세요\n끓이면서 물이적어지면 다시 더넣고 끓여주세요 저는 두번정도 더 넣었어요']","['미역국', '미역', '효능', '레시피.', '소고기']","['30g', '200g', '3T', '3~4T', '1T', '적당량']"
78,국/탕,,,,달래. 된장찌개 맛있게 끓이는 법,https://www.10000recipe.com/recipe/7075886,761,호수맘,4인분,30분 이내,아무나,"['달래', '된장', '감자', '양파', '버섯', '파', '마늘']",봄철 입맛 없을 때 향긋한 달래. 한 줌으로 된장찌개 끓으면 그 향이 얼마나 구수하고 깊은지 밥 한 그릇 똑딱입니다.,"['모든 재료는 먹기 좋은 크기로 썰어주세요', '달래도 깨끗이씻어 먹기 좋은 크기로 썰어주세요\n두부도 먹기좋은크기로 썰어주세요', '냄비에 물500ml와된장을 넣어 강불로끓여주세요\n썰어놓은 양파 버섯 파 마늘 감자 넣고 강불로 끓기 시작하면 약불로', '7~10분정도 끓여주세요 간을드셔보시고 싱거우면 새우젓약간넣어주세요 . 그리고 두부 달래를 넣고 한 소끔 끓이면 향긋한 달래된장찌개 완성입니다.']","['달래된장찌개', '.된장찌개', '레시피.', '봄제철', '요리.', '집밥', '레시피', '.달래', '요리', '.한국']","['1봉지', '2T', '3개', '1개', '약간', '1/2뿌리', '1T']"
79,국/탕,,,,초간단 미역된장국 끓이기,https://www.10000recipe.com/recipe/7070322,"2,695",자취생미고,2인분,15분 이내,아무나,"['건미역', '두부', '된장', '코인육수', '고춧가루', '물']","미역국이 먹고싶었으나 고기가 없어서
급하게 만들어본 미역된장국.
구수한 재래식된장국으로 초간단 국 완성","['건미역 한줌 (취향껏) 물에 불려두고\n두부 반모 미리 잘라놓기', '물 800ml에 코인육수 1개, 재래식 된장 2숟가락 넣고 잘 풀어서 끓여준다.', '바글바글 끓어오르면 불린 미역과 두부를 넣고 더 끓인다.', '고춧가루 반숟가락 넣고 더 끓입니다.\n*고춧가루 안넣고 그대로 드셔도 되고, 취향껏 청양고추나 고춧가루 넣으셔서 칼칼하게 드셔도 됩니다^^', '고춧가루가 잘풀릴때까지 끓이면 완성!']","['미역', '미역된장국', '미역된장', '재래식된장국', '재래식된장']","['1줌', '1/2모', '2숟가락', '1개', '1/2스푼', '800ml']"
80,국/탕,,,,국물이 시원한 뚝배기 당면 소불고기 레시피,https://www.10000recipe.com/recipe/7000439,"10,716",용주부,2인분,20분 이내,아무나,"['불고기용 소고기', '당근', '양파', '느타리 버섯', '파프리카', '당면', '간장', '올리고당', '설탕', '다진마늘', '참기름', '깨', '물']","소불고기를 볶아서 먹어도 참 맛있지만 호로록 당면과 뜨끈한 국물까지 함께 먹을 수 있어 참 좋은 오늘의 요리 "" 뚝배기 당면 소불고기 "" 만들어보아요.","['파는 송송 썰고 양파와 당근, 파프리카는 길게 썰어서 준비해요. 버섯은 느타리버섯을 준비했어요.\n파, 양파, 당근, 파프리카, 느타리버섯', '당면은 500원 동전크기 1인분을 준비해서 물에 20분 담궈 준비해요.\n당면 1인분', '소고기에 간장6스푼, 올리고당 1스푼, 설탕 반스푼, 다진마늘 1스푼, 참기름 1스푼, 깨 1스푼을 넣고 조물조물 양념이 스며들게 한 후 손질한 야채도 같이 살짝 조물조물 해요.\n간장 6스푼, 올리고당 1스푼, 설탕 반스푼, 다진마늘 1스푼, 참기름 1스푼, 깨 1스푼, 손질한 야채', '뚝배기에 고기를 담고 고기가 잠길 정도로 물을 넣은 후 끓여요.\n물\n뚝배기\n중불', '고기가 반쯤 익었을때 불린 당면을 넣고 당면이 익을동안 끓여요. 당면을 물에 오래 불렸다면 빠르게 끓일 수 있어요.\n당면 1인분\n약불', '소고기와 야채에서 나온 육수가 시원한 맛을 느끼게 해요. 뜨끈한 국물과 호로록 당면, 맛있는 소고기가 한그릇에 들어있는 오늘의 요리 뚝배기 당면 소불고기 완성됐어요.']","['소불고기', '소불고기뚝배기', '당면소불고기뚝배기', '당면소불고기']","['600g', '1개', '1개', '1팩', '1개', '1인분', '6스푼', '1스푼', '1/2스푼', '1스푼', '1스푼', '1스푼', '약간']"
